date,family,model,fold,actual,predicted
2017-05-07,GROCERY I,XGBoost,0,135853.0,114540.0546875
2017-05-08,GROCERY I,XGBoost,0,81205.0,67588.9453125
2017-05-09,GROCERY I,XGBoost,0,71452.0,64503.8515625
2017-05-10,GROCERY I,XGBoost,0,74304.0,70557.1484375
2017-05-11,GROCERY I,XGBoost,0,62205.0,64198.25
2017-05-12,GROCERY I,XGBoost,0,79084.0,74814.7890625
2017-05-13,GROCERY I,XGBoost,0,121940.0,100868.359375
2017-05-14,GROCERY I,XGBoost,0,90782.0,118154.1796875
2017-05-15,GROCERY I,XGBoost,0,80175.0,66567.3046875
2017-05-16,GROCERY I,XGBoost,0,77023.0,63080.296875
2017-05-17,GROCERY I,XGBoost,0,80346.0,68062.375
2017-05-18,GROCERY I,XGBoost,0,59672.0,62312.62890625
2017-05-19,GROCERY I,XGBoost,0,77954.0,71787.2265625
2017-05-20,GROCERY I,XGBoost,0,111489.0,98272.9765625
2017-05-21,GROCERY I,XGBoost,0,133120.0,112735.65625
2017-05-22,GROCERY I,XGBoost,0,75111.0,67257.3828125
2017-05-23,GROCERY I,XGBoost,0,66478.0,64063.1328125
2017-04-26,MEATS,Seasonal naive,0,6285.635,7517.482
2017-04-27,MEATS,Seasonal naive,0,5544.241,6743.032
2017-04-28,MEATS,Seasonal naive,0,14610.914,14655.495
2017-04-29,MEATS,Seasonal naive,0,9683.003,9139.789
2017-04-30,MEATS,Seasonal naive,0,9604.277,10351.925
2017-05-01,MEATS,Seasonal naive,0,12036.406,6471.905
2017-05-02,MEATS,Seasonal naive,0,7292.034,6238.511
2017-05-03,MEATS,Seasonal naive,0,7471.349999999999,7517.482
2017-05-04,MEATS,Seasonal naive,0,6489.813,6743.032
2017-05-05,MEATS,Seasonal naive,0,14590.291,14655.495
2017-05-06,MEATS,Seasonal naive,0,9525.85,9139.789
2017-05-07,MEATS,Seasonal naive,0,10675.905,10351.925
2017-05-08,MEATS,Seasonal naive,0,6612.519,6471.905
2017-05-09,MEATS,Seasonal naive,0,6086.174,6238.511
2017-05-10,MEATS,Seasonal naive,0,6630.92,7517.482
2017-05-11,MEATS,Seasonal naive,0,5845.679,6743.032
2017-05-12,MEATS,Seasonal naive,0,14566.693,14655.495
2017-05-13,MEATS,Seasonal naive,0,11465.547,9139.789
2017-05-14,MEATS,Seasonal naive,0,7924.045,10351.925
2017-05-15,MEATS,Seasonal naive,0,7220.994,6471.905
2017-05-16,MEATS,Seasonal naive,0,7271.807,6238.511
2017-05-17,MEATS,Seasonal naive,0,7131.003,7517.482
2017-05-18,MEATS,Seasonal naive,0,5526.657999999999,6743.032
2017-05-19,MEATS,Seasonal naive,0,13808.052,14655.495
2017-05-20,MEATS,Seasonal naive,0,9923.653,9139.789
2017-05-21,MEATS,Seasonal naive,0,10506.827,10351.925
2017-05-22,MEATS,Seasonal naive,0,6579.286,6471.905
2017-05-23,MEATS,Seasonal naive,0,6228.598,6238.511
2017-04-26,MEATS,Prophet,0,6285.635,7167.264934735979
2017-04-27,MEATS,Prophet,0,5544.241,6332.1334496450245
2017-04-28,MEATS,Prophet,0,14610.914,13306.193676918949
2017-04-29,MEATS,Prophet,0,9683.003,9936.076664686976
2017-04-30,MEATS,Prophet,0,9604.277,10185.881580128049
2017-05-01,MEATS,Prophet,0,12036.406,7818.879099544568
2017-05-02,MEATS,Prophet,0,7292.034,6879.363172613073
2017-05-03,MEATS,Prophet,0,7471.349999999999,7302.305407549013
2017-05-04,MEATS,Prophet,0,6489.813,6441.283792829603
2017-05-05,MEATS,Prophet,0,14590.291,13270.038136455294
2017-05-06,MEATS,Prophet,0,9525.85,9985.101356608517
2017-05-07,MEATS,Prophet,0,10675.905,10218.694722484855
2017-05-08,MEATS,Prophet,0,6612.519,7470.73582093551
2017-05-09,MEATS,Prophet,0,6086.174,6844.970091066406
2017-05-10,MEATS,Prophet,0,6630.92,7237.289147976823
2017-05-11,MEATS,Prophet,0,5845.679,6413.871971802992
2017-05-12,MEATS,Prophet,0,14566.693,13624.19160912168
2017-05-13,MEATS,Prophet,0,11465.547,10301.78404314275
2017-05-14,MEATS,Prophet,0,7924.045,10545.567170046052
2017-05-15,MEATS,Prophet,0,7220.994,7384.042108364359
2017-05-16,MEATS,Prophet,0,7271.807,6816.644915939965
2017-05-17,MEATS,Prophet,0,7131.003,7180.180979587862
2017-05-18,MEATS,Prophet,0,5526.657999999999,6343.628830352394
2017-05-19,MEATS,Prophet,0,13808.052,13125.739002988625
2017-05-20,MEATS,Prophet,0,9923.653,9893.811042508794
2017-05-21,MEATS,Prophet,0,10506.827,10136.69133390055
2017-05-22,MEATS,Prophet,0,6579.286,7406.2975236991715
2017-05-23,MEATS,Prophet,0,6228.598,6814.948037036812
2017-04-26,MEATS,XGBoost,0,6285.635,9537.54296875
2017-04-27,MEATS,XGBoost,0,5544.241,8029.71875
2017-04-28,MEATS,XGBoost,0,14610.914,16137.03125
2017-04-29,MEATS,XGBoost,0,9683.003,12126.876953125
2017-04-30,MEATS,XGBoost,0,9604.277,12363.3203125
2017-05-01,MEATS,XGBoost,0,12036.406,9088.2783203125
2017-05-02,MEATS,XGBoost,0,7292.034,8324.958984375
2017-05-03,MEATS,XGBoost,0,7471.349999999999,9982.787109375
2017-05-04,MEATS,XGBoost,0,6489.813,8351.517578125
2017-05-05,MEATS,XGBoost,0,14590.291,17221.5078125
2017-05-06,MEATS,XGBoost,0,9525.85,14615.1162109375
2017-05-07,MEATS,XGBoost,0,10675.905,12511.671875
2017-05-08,MEATS,XGBoost,0,6612.519,8475.3564453125
2017-05-09,MEATS,XGBoost,0,6086.174,8324.4248046875
2017-05-10,MEATS,XGBoost,0,6630.92,10564.2900390625
2017-05-11,MEATS,XGBoost,0,5845.679,8815.0361328125
2017-05-12,MEATS,XGBoost,0,14566.693,17631.73046875
2017-05-13,MEATS,XGBoost,0,11465.547,16338.5869140625
2017-05-14,MEATS,XGBoost,0,7924.045,12827.0859375
2017-05-15,MEATS,XGBoost,0,7220.994,8907.888671875
2017-05-16,MEATS,XGBoost,0,7271.807,9069.29296875
2017-05-17,MEATS,XGBoost,0,7131.003,10288.54296875
2017-05-18,MEATS,XGBoost,0,5526.657999999999,9198.7724609375
2017-05-19,MEATS,XGBoost,0,13808.052,17324.484375
2017-05-20,MEATS,XGBoost,0,9923.653,17952.83203125
2017-05-21,MEATS,XGBoost,0,10506.827,15257.15625
2017-05-22,MEATS,XGBoost,0,6579.286,7601.2607421875
2017-05-23,MEATS,XGBoost,0,6228.598,9611.8828125
2017-04-26,POULTRY,Seasonal naive,0,7520.376,8447.222
2017-04-27,POULTRY,Seasonal naive,0,6304.676,6926.402
2017-04-28,POULTRY,Seasonal naive,0,15937.566,18503.924
2017-04-29,POULTRY,Seasonal naive,0,11827.137,11154.741
2017-04-30,POULTRY,Seasonal naive,0,12040.771,14687.607
2017-05-01,POULTRY,Seasonal naive,0,15899.313,8550.125
2017-05-02,POULTRY,Seasonal naive,0,9848.797,7611.781
2017-05-03,POULTRY,Seasonal naive,0,9276.954,8447.222
2017-05-04,POULTRY,Seasonal naive,0,7916.199,6926.402
2017-05-05,POULTRY,Seasonal naive,0,16466.487,18503.924
2017-05-06,POULTRY,Seasonal naive,0,12043.349,11154.741
2017-05-07,POULTRY,Seasonal naive,0,14617.334,14687.607
2017-05-08,POULTRY,Seasonal naive,0,8737.039,8550.125
2017-05-09,POULTRY,Seasonal naive,0,6654.749,7611.781
2017-05-10,POULTRY,Seasonal naive,0,8039.46,8447.222
2017-05-11,POULTRY,Seasonal naive,0,6465.84,6926.402
2017-05-12,POULTRY,Seasonal naive,0,15740.28,18503.924
2017-05-13,POULTRY,Seasonal naive,0,13483.646,11154.741
2017-05-14,POULTRY,Seasonal naive,0,9755.527,14687.607
2017-05-15,POULTRY,Seasonal naive,0,9166.362,8550.125
2017-05-16,POULTRY,Seasonal naive,0,8948.065999999999,7611.781
2017-05-17,POULTRY,Seasonal naive,0,8755.403999999999,8447.222
2017-05-18,POULTRY,Seasonal naive,0,6464.772,6926.402
2017-05-19,POULTRY,Seasonal naive,0,13031.643,18503.924
2017-05-20,POULTRY,Seasonal naive,0,11862.227,11154.741
2017-05-21,POULTRY,Seasonal naive,0,14046.946,14687.607
2017-05-22,POULTRY,Seasonal naive,0,9164.213,8550.125
2017-05-23,POULTRY,Seasonal naive,0,7544.753,7611.781
2017-04-26,POULTRY,Prophet,0,7520.376,8016.818007994865
2017-04-27,POULTRY,Prophet,0,6304.676,6613.766663230686
2017-04-28,POULTRY,Prophet,0,15937.566,13269.951689584765
2017-04-29,POULTRY,Prophet,0,11827.137,11621.872762113337
2017-04-30,POULTRY,Prophet,0,12040.771,12941.664207503409
2017-05-01,POULTRY,Prophet,0,15899.313,9167.188061881096
2017-05-02,POULTRY,Prophet,0,9848.797,7867.907674581635
2017-05-03,POULTRY,Prophet,0,9276.954,7967.339594750243
2017-05-04,POULTRY,Prophet,0,7916.199,6550.697565991242
2017-05-05,POULTRY,Prophet,0,16466.487,13096.00458056275
2017-05-06,POULTRY,Prophet,0,12043.349,11555.497570975343
2017-05-07,POULTRY,Prophet,0,14617.334,12887.699800915228
2017-05-08,POULTRY,Prophet,0,8737.039,8536.928418718531
2017-05-09,POULTRY,Prophet,0,6654.749,7829.002514301515
2017-05-10,POULTRY,Prophet,0,8039.46,7969.653571518371
2017-05-11,POULTRY,Prophet,0,6465.84,6590.572516832322
2017-05-12,POULTRY,Prophet,0,15740.28,13763.018583246365
2017-05-13,POULTRY,Prophet,0,13483.646,12165.505556475073
2017-05-14,POULTRY,Prophet,0,9755.527,13497.116528962011
2017-05-15,POULTRY,Prophet,0,9166.362,8587.9654709433
2017-05-16,POULTRY,Prophet,0,8948.065999999999,7898.009340664759
2017-05-17,POULTRY,Prophet,0,8755.403999999999,8032.063051514442
2017-05-18,POULTRY,Prophet,0,6464.772,6647.092960353253
2017-05-19,POULTRY,Prophet,0,13031.643,13226.602599625783
2017-05-20,POULTRY,Prophet,0,11862.227,11656.71425687378
2017-05-21,POULTRY,Prophet,0,14046.946,12997.183727478428
2017-05-22,POULTRY,Prophet,0,9164.213,8670.193644597764
2017-05-23,POULTRY,Prophet,0,7544.753,7973.492469565215
2017-04-26,POULTRY,XGBoost,0,7520.376,9407.0908203125
2017-04-27,POULTRY,XGBoost,0,6304.676,8189.2646484375
2017-04-28,POULTRY,XGBoost,0,15937.566,17861.9765625
2017-04-29,POULTRY,XGBoost,0,11827.137,16603.6953125
2017-04-30,POULTRY,XGBoost,0,12040.771,14611.6416015625
2017-05-01,POULTRY,XGBoost,0,15899.313,9598.6728515625
2017-05-02,POULTRY,XGBoost,0,9848.797,9182.658203125
2017-05-03,POULTRY,XGBoost,0,9276.954,10202.607421875
2017-05-04,POULTRY,XGBoost,0,7916.199,8587.537109375
2017-05-05,POULTRY,XGBoost,0,16466.487,17697.0
2017-05-06,POULTRY,XGBoost,0,12043.349,17536.3515625
2017-05-07,POULTRY,XGBoost,0,14617.334,16814.2265625
2017-05-08,POULTRY,XGBoost,0,8737.039,9259.20703125
2017-05-09,POULTRY,XGBoost,0,6654.749,9013.2783203125
2017-05-10,POULTRY,XGBoost,0,8039.46,9993.8828125
2017-05-11,POULTRY,XGBoost,0,6465.84,9094.9033203125
2017-05-12,POULTRY,XGBoost,0,15740.28,18123.55078125
2017-05-13,POULTRY,XGBoost,0,13483.646,19307.09765625
2017-05-14,POULTRY,XGBoost,0,9755.527,19263.23828125
2017-05-15,POULTRY,XGBoost,0,9166.362,10692.412109375
2017-05-16,POULTRY,XGBoost,0,8948.065999999999,9614.328125
2017-05-17,POULTRY,XGBoost,0,8755.403999999999,10834.58984375
2017-05-18,POULTRY,XGBoost,0,6464.772,9376.392578125
2017-05-19,POULTRY,XGBoost,0,13031.643,18898.54296875
2017-05-20,POULTRY,XGBoost,0,11862.227,18745.060546875
2017-05-21,POULTRY,XGBoost,0,14046.946,18556.015625
2017-05-22,POULTRY,XGBoost,0,9164.213,10117.9462890625
2017-05-23,POULTRY,XGBoost,0,7544.753,9813.873046875
2017-04-26,PRODUCE,Seasonal naive,0,71801.775,75227.879
2017-04-27,PRODUCE,Seasonal naive,0,37573.141,41087.128
2017-04-28,PRODUCE,Seasonal naive,0,50797.117,52554.664
2017-04-29,PRODUCE,Seasonal naive,0,62735.986,63047.079
2017-04-30,PRODUCE,Seasonal naive,0,64504.352,74008.644
2017-05-01,PRODUCE,Seasonal naive,0,83144.356,45428.618
2017-05-02,PRODUCE,Seasonal naive,0,53982.14,43280.644
2017-05-03,PRODUCE,Seasonal naive,0,80424.497,75227.879
2017-05-04,PRODUCE,Seasonal naive,0,43132.634,41087.128
2017-05-05,PRODUCE,Seasonal naive,0,50189.217,52554.664
2017-05-06,PRODUCE,Seasonal naive,0,65504.133,63047.079
2017-05-07,PRODUCE,Seasonal naive,0,80101.751,74008.644
2017-05-08,PRODUCE,Seasonal naive,0,50662.744,45428.618
2017-05-09,PRODUCE,Seasonal naive,0,42642.68,43280.644
2017-05-10,PRODUCE,Seasonal naive,0,74015.58499999999,75227.879
2017-05-11,PRODUCE,Seasonal naive,0,38477.076,41087.128
2017-05-12,PRODUCE,Seasonal naive,0,52039.163,52554.664
2017-05-13,PRODUCE,Seasonal naive,0,80493.269,63047.079
2017-05-14,PRODUCE,Seasonal naive,0,57529.797,74008.644
2017-05-15,PRODUCE,Seasonal naive,0,52555.321,45428.618
2017-05-16,PRODUCE,Seasonal naive,0,49587.232,43280.644
2017-05-17,PRODUCE,Seasonal naive,0,80088.581,75227.879
2017-05-18,PRODUCE,Seasonal naive,0,39382.491,41087.128
2017-05-19,PRODUCE,Seasonal naive,0,50598.059,52554.664
2017-05-20,PRODUCE,Seasonal naive,0,66765.035,63047.079
2017-05-21,PRODUCE,Seasonal naive,0,82424.039,74008.644
2017-05-22,PRODUCE,Seasonal naive,0,50801.091,45428.618
2017-05-23,PRODUCE,Seasonal naive,0,41301.199,43280.644
2017-04-26,PRODUCE,Prophet,0,71801.775,66194.46972687138
2017-04-27,PRODUCE,Prophet,0,37573.141,31884.870443523305
2017-04-28,PRODUCE,Prophet,0,50797.117,35867.35034035494
2017-04-29,PRODUCE,Prophet,0,62735.986,45441.25868104693
2017-04-30,PRODUCE,Prophet,0,64504.352,49146.35601533909
2017-05-01,PRODUCE,Prophet,0,83144.356,41036.03767980543
2017-05-02,PRODUCE,Prophet,0,53982.14,32735.15154146624
2017-05-03,PRODUCE,Prophet,0,80424.497,64312.40604806869
2017-05-04,PRODUCE,Prophet,0,43132.634,28327.732645899632
2017-05-05,PRODUCE,Prophet,0,50189.217,32084.316204818777
2017-05-06,PRODUCE,Prophet,0,65504.133,41625.215256293
2017-05-07,PRODUCE,Prophet,0,80101.751,45391.21887646453
2017-05-08,PRODUCE,Prophet,0,50662.744,33986.4620058345
2017-05-09,PRODUCE,Prophet,0,42642.68,29551.659097783457
2017-05-10,PRODUCE,Prophet,0,74015.58499999999,63071.31538101634
2017-05-11,PRODUCE,Prophet,0,38477.076,28291.937484704853
2017-05-12,PRODUCE,Prophet,0,52039.163,35954.35628517644
2017-05-13,PRODUCE,Prophet,0,80493.269,45573.192273885375
2017-05-14,PRODUCE,Prophet,0,57529.797,49596.193307826026
2017-05-15,PRODUCE,Prophet,0,52555.321,35032.09270864124
2017-05-16,PRODUCE,Prophet,0,49587.232,31106.4549618374
2017-05-17,PRODUCE,Prophet,0,80088.581,63106.925426430906
2017-05-18,PRODUCE,Prophet,0,39382.491,29066.041419858724
2017-05-19,PRODUCE,Prophet,0,50598.059,33855.04675198709
2017-05-20,PRODUCE,Prophet,0,66765.035,44000.47129289235
2017-05-21,PRODUCE,Prophet,0,82424.039,48443.87489586771
2017-05-22,PRODUCE,Prophet,0,50801.091,37774.257994063504
2017-05-23,PRODUCE,Prophet,0,41301.199,34505.49271149912
2017-04-26,PRODUCE,XGBoost,0,71801.775,72023.2265625
2017-04-27,PRODUCE,XGBoost,0,37573.141,49708.98828125
2017-04-28,PRODUCE,XGBoost,0,50797.117,55157.453125
2017-04-29,PRODUCE,XGBoost,0,62735.986,73389.640625
2017-04-30,PRODUCE,XGBoost,0,64504.352,89467.75
2017-05-01,PRODUCE,XGBoost,0,83144.356,59412.39453125
2017-05-02,PRODUCE,XGBoost,0,53982.14,49257.13671875
2017-05-03,PRODUCE,XGBoost,0,80424.497,70679.4375
2017-05-04,PRODUCE,XGBoost,0,43132.634,51236.40625
2017-05-05,PRODUCE,XGBoost,0,50189.217,52564.89453125
2017-05-06,PRODUCE,XGBoost,0,65504.133,71688.578125
2017-05-07,PRODUCE,XGBoost,0,80101.751,84198.3359375
2017-05-08,PRODUCE,XGBoost,0,50662.744,50277.96875
2017-05-09,PRODUCE,XGBoost,0,42642.68,42897.49609375
2017-05-10,PRODUCE,XGBoost,0,74015.58499999999,68888.390625
2017-05-11,PRODUCE,XGBoost,0,38477.076,51143.5625
2017-05-12,PRODUCE,XGBoost,0,52039.163,56271.12890625
2017-05-13,PRODUCE,XGBoost,0,80493.269,76300.1015625
2017-05-14,PRODUCE,XGBoost,0,57529.797,84753.4453125
2017-05-15,PRODUCE,XGBoost,0,52555.321,55429.6328125
2017-05-16,PRODUCE,XGBoost,0,49587.232,46710.296875
2017-05-17,PRODUCE,XGBoost,0,80088.581,70287.8671875
2017-05-18,PRODUCE,XGBoost,0,39382.491,52666.35546875
2017-05-19,PRODUCE,XGBoost,0,50598.059,55347.109375
2017-05-20,PRODUCE,XGBoost,0,66765.035,76647.1484375
2017-05-21,PRODUCE,XGBoost,0,82424.039,83397.3515625
2017-05-22,PRODUCE,XGBoost,0,50801.091,51684.421875
2017-05-23,PRODUCE,XGBoost,0,41301.199,44555.1015625
2017-05-24,BEVERAGES,Seasonal naive,1,58697.0,61996.0
2017-05-25,BEVERAGES,Seasonal naive,1,50270.0,48118.0
2017-05-26,BEVERAGES,Seasonal naive,1,89828.0,65291.0
2017-05-27,BEVERAGES,Seasonal naive,1,85219.0,97524.0
2017-05-28,BEVERAGES,Seasonal naive,1,104663.0,118750.0
2017-05-29,BEVERAGES,Seasonal naive,1,61036.0,62955.0
2017-05-30,BEVERAGES,Seasonal naive,1,57339.0,53348.0
2017-05-31,BEVERAGES,Seasonal naive,1,61511.0,61996.0
2017-06-01,BEVERAGES,Seasonal naive,1,61538.0,48118.0
2017-06-02,BEVERAGES,Seasonal naive,1,83466.0,65291.0
2017-06-03,BEVERAGES,Seasonal naive,1,117831.0,97524.0
2017-06-04,BEVERAGES,Seasonal naive,1,149904.0,118750.0
2017-06-05,BEVERAGES,Seasonal naive,1,77301.0,62955.0
2017-06-06,BEVERAGES,Seasonal naive,1,61748.0,53348.0
2017-06-07,BEVERAGES,Seasonal naive,1,68547.0,61996.0
2017-06-08,BEVERAGES,Seasonal naive,1,53526.0,48118.0
2017-06-09,BEVERAGES,Seasonal naive,1,69739.0,65291.0
2017-06-10,BEVERAGES,Seasonal naive,1,104864.0,97524.0
2017-06-11,BEVERAGES,Seasonal naive,1,128477.0,118750.0
2017-06-12,BEVERAGES,Seasonal naive,1,62741.0,62955.0
2017-06-13,BEVERAGES,Seasonal naive,1,58894.0,53348.0
2017-06-14,BEVERAGES,Seasonal naive,1,59088.0,61996.0
2017-06-15,BEVERAGES,Seasonal naive,1,53668.0,48118.0
2017-06-16,BEVERAGES,Seasonal naive,1,74693.0,65291.0
2017-06-17,BEVERAGES,Seasonal naive,1,109130.0,97524.0
2017-06-18,BEVERAGES,Seasonal naive,1,95557.0,118750.0
2017-06-19,BEVERAGES,Seasonal naive,1,66204.0,62955.0
2017-06-20,BEVERAGES,Seasonal naive,1,67628.0,53348.0
2017-05-24,BEVERAGES,Prophet,1,58697.0,63224.95776239881
2017-05-25,BEVERAGES,Prophet,1,50270.0,55687.30667781153
2017-05-26,BEVERAGES,Prophet,1,89828.0,70965.97809521662
2017-05-27,BEVERAGES,Prophet,1,85219.0,89215.78876128611
2017-05-28,BEVERAGES,Prophet,1,104663.0,97998.8950472636
2017-05-29,BEVERAGES,Prophet,1,61036.0,67890.18630303856
2017-05-30,BEVERAGES,Prophet,1,57339.0,62335.04032535591
2017-05-31,BEVERAGES,Prophet,1,61511.0,64617.19642410921
2017-06-01,BEVERAGES,Prophet,1,61538.0,55945.5575607719
2017-06-02,BEVERAGES,Prophet,1,83466.0,66034.22554829909
2017-06-03,BEVERAGES,Prophet,1,117831.0,89535.33580208513
2017-06-04,BEVERAGES,Prophet,1,149904.0,98171.59504009243
2017-06-05,BEVERAGES,Prophet,1,77301.0,67654.47703523356
2017-06-06,BEVERAGES,Prophet,1,61748.0,61850.94779262202
2017-06-07,BEVERAGES,Prophet,1,68547.0,64015.30214687827
2017-06-08,BEVERAGES,Prophet,1,53526.0,56472.98663975704
2017-06-09,BEVERAGES,Prophet,1,69739.0,65277.24196340557
2017-06-10,BEVERAGES,Prophet,1,104864.0,88656.19632238579
2017-06-11,BEVERAGES,Prophet,1,128477.0,97215.23907554203
2017-06-12,BEVERAGES,Prophet,1,62741.0,66781.44646539893
2017-06-13,BEVERAGES,Prophet,1,58894.0,60806.070267177616
2017-06-14,BEVERAGES,Prophet,1,59088.0,62497.31213376422
2017-06-15,BEVERAGES,Prophet,1,53668.0,54660.85183851863
2017-06-16,BEVERAGES,Prophet,1,74693.0,63461.31005737586
2017-06-17,BEVERAGES,Prophet,1,109130.0,86865.23897050852
2017-06-18,BEVERAGES,Prophet,1,95557.0,95404.1217987443
2017-06-19,BEVERAGES,Prophet,1,66204.0,64986.14423122163
2017-06-20,BEVERAGES,Prophet,1,67628.0,58727.32374333675
2017-05-24,BEVERAGES,XGBoost,1,58697.0,56057.5
2017-05-25,BEVERAGES,XGBoost,1,50270.0,46998.8671875
2017-05-26,BEVERAGES,XGBoost,1,89828.0,68070.7578125
2017-05-27,BEVERAGES,XGBoost,1,85219.0,95882.796875
2017-05-28,BEVERAGES,XGBoost,1,104663.0,105831.671875
2017-05-29,BEVERAGES,XGBoost,1,61036.0,67118.5625
2017-05-30,BEVERAGES,XGBoost,1,57339.0,63661.62109375
2017-05-31,BEVERAGES,XGBoost,1,61511.0,64094.1328125
2017-06-01,BEVERAGES,XGBoost,1,61538.0,54812.40625
2017-06-02,BEVERAGES,XGBoost,1,83466.0,68513.5859375
2017-06-03,BEVERAGES,XGBoost,1,117831.0,98150.2578125
2017-06-04,BEVERAGES,XGBoost,1,149904.0,112130.5546875
2017-06-05,BEVERAGES,XGBoost,1,77301.0,63285.9375
2017-06-06,BEVERAGES,XGBoost,1,61748.0,54645.4609375
2017-06-07,BEVERAGES,XGBoost,1,68547.0,58107.7421875
2017-06-08,BEVERAGES,XGBoost,1,53526.0,49332.5
2017-06-09,BEVERAGES,XGBoost,1,69739.0,64016.0
2017-06-10,BEVERAGES,XGBoost,1,104864.0,94548.71875
2017-06-11,BEVERAGES,XGBoost,1,128477.0,108633.9375
2017-06-12,BEVERAGES,XGBoost,1,62741.0,64908.51953125
2017-06-13,BEVERAGES,XGBoost,1,58894.0,58358.34375
2017-06-14,BEVERAGES,XGBoost,1,59088.0,61432.0859375
2017-06-15,BEVERAGES,XGBoost,1,53668.0,50846.4296875
2017-06-16,BEVERAGES,XGBoost,1,74693.0,62423.609375
2017-06-17,BEVERAGES,XGBoost,1,109130.0,91692.578125
2017-06-18,BEVERAGES,XGBoost,1,95557.0,108052.8671875
2017-06-19,BEVERAGES,XGBoost,1,66204.0,61615.1953125
2017-06-20,BEVERAGES,XGBoost,1,67628.0,55401.7578125
2017-05-24,BREAD/BAKERY,Seasonal naive,1,9997.785,10961.733
2017-05-25,BREAD/BAKERY,Seasonal naive,1,8451.677,8359.659
2017-05-26,BREAD/BAKERY,Seasonal naive,1,13566.8,11093.669
2017-05-27,BREAD/BAKERY,Seasonal naive,1,12341.791,13941.446
2017-05-28,BREAD/BAKERY,Seasonal naive,1,14986.028,17060.024
2017-05-29,BREAD/BAKERY,Seasonal naive,1,10752.907,10494.663
2017-05-30,BREAD/BAKERY,Seasonal naive,1,9407.422,8892.275
2017-05-31,BREAD/BAKERY,Seasonal naive,1,11141.272,10961.733
2017-06-01,BREAD/BAKERY,Seasonal naive,1,9765.608,8359.659
2017-06-02,BREAD/BAKERY,Seasonal naive,1,11658.898,11093.669
2017-06-03,BREAD/BAKERY,Seasonal naive,1,14512.653,13941.446
2017-06-04,BREAD/BAKERY,Seasonal naive,1,18264.381,17060.024
2017-06-05,BREAD/BAKERY,Seasonal naive,1,11275.867,10494.663
2017-06-06,BREAD/BAKERY,Seasonal naive,1,9527.497,8892.275
2017-06-07,BREAD/BAKERY,Seasonal naive,1,10646.534,10961.733
2017-06-08,BREAD/BAKERY,Seasonal naive,1,8599.916,8359.659
2017-06-09,BREAD/BAKERY,Seasonal naive,1,10706.316,11093.669
2017-06-10,BREAD/BAKERY,Seasonal naive,1,13798.402,13941.446
2017-06-11,BREAD/BAKERY,Seasonal naive,1,16580.351,17060.024
2017-06-12,BREAD/BAKERY,Seasonal naive,1,10111.747,10494.663
2017-06-13,BREAD/BAKERY,Seasonal naive,1,8985.416000000001,8892.275
2017-06-14,BREAD/BAKERY,Seasonal naive,1,10403.277,10961.733
2017-06-15,BREAD/BAKERY,Seasonal naive,1,8941.589,8359.659
2017-06-16,BREAD/BAKERY,Seasonal naive,1,11448.772,11093.669
2017-06-17,BREAD/BAKERY,Seasonal naive,1,15184.003,13941.446
2017-06-18,BREAD/BAKERY,Seasonal naive,1,13173.167,17060.024
2017-06-19,BREAD/BAKERY,Seasonal naive,1,11290.775,10494.663
2017-06-20,BREAD/BAKERY,Seasonal naive,1,10922.923,8892.275
2017-05-24,BREAD/BAKERY,Prophet,1,9997.785,11192.539453047486
2017-05-25,BREAD/BAKERY,Prophet,1,8451.677,9696.18577762757
2017-05-26,BREAD/BAKERY,Prophet,1,13566.8,11704.870169749836
2017-05-27,BREAD/BAKERY,Prophet,1,12341.791,14199.180382297898
2017-05-28,BREAD/BAKERY,Prophet,1,14986.028,16189.135409479197
2017-05-29,BREAD/BAKERY,Prophet,1,10752.907,11919.434341208653
2017-05-30,BREAD/BAKERY,Prophet,1,9407.422,10602.18583361268
2017-05-31,BREAD/BAKERY,Prophet,1,11141.272,11504.44345934684
2017-06-01,BREAD/BAKERY,Prophet,1,9765.608,9689.332968832368
2017-06-02,BREAD/BAKERY,Prophet,1,11658.898,11274.256150180629
2017-06-03,BREAD/BAKERY,Prophet,1,14512.653,14135.247641270638
2017-06-04,BREAD/BAKERY,Prophet,1,18264.381,16051.786903667571
2017-06-05,BREAD/BAKERY,Prophet,1,11275.867,11764.119625669158
2017-06-06,BREAD/BAKERY,Prophet,1,9527.497,10518.052949544044
2017-06-07,BREAD/BAKERY,Prophet,1,10646.534,11423.815164599077
2017-06-08,BREAD/BAKERY,Prophet,1,8599.916,9870.356137881094
2017-06-09,BREAD/BAKERY,Prophet,1,10706.316,11399.622642698958
2017-06-10,BREAD/BAKERY,Prophet,1,13798.402,14256.644098473698
2017-06-11,BREAD/BAKERY,Prophet,1,16580.351,16127.45580030921
2017-06-12,BREAD/BAKERY,Prophet,1,10111.747,11799.186612187732
2017-06-13,BREAD/BAKERY,Prophet,1,8985.416000000001,10511.174057937982
2017-06-14,BREAD/BAKERY,Prophet,1,10403.277,11358.749809203708
2017-06-15,BREAD/BAKERY,Prophet,1,8941.589,9775.48627578546
2017-06-16,BREAD/BAKERY,Prophet,1,11448.772,11274.3340275956
2017-06-17,BREAD/BAKERY,Prophet,1,15184.003,14105.53634119562
2017-06-18,BREAD/BAKERY,Prophet,1,13173.167,15931.550808608345
2017-06-19,BREAD/BAKERY,Prophet,1,11290.775,11593.921398029635
