fold,family,model,date,day_offset,actual,predicted
0,GROCERY I,Prophet,2017-05-12,17,79084.0,83509.99824289045
0,GROCERY I,Prophet,2017-05-13,18,121940.0,112209.08837717283
0,GROCERY I,Prophet,2017-05-14,19,90782.0,122322.83636655845
0,GROCERY I,Prophet,2017-05-15,20,80175.0,80147.35971330684
0,GROCERY I,Prophet,2017-05-16,21,77023.0,72991.39443237189
0,GROCERY I,Prophet,2017-05-17,22,80346.0,76464.72367522499
0,GROCERY I,Prophet,2017-05-18,23,59672.0,65932.48836369271
0,GROCERY I,Prophet,2017-05-19,24,77954.0,75312.24318720528
0,GROCERY I,Prophet,2017-05-20,25,111489.0,104613.37956580945
0,GROCERY I,Prophet,2017-05-21,26,133120.0,115178.42681701486
0,GROCERY I,Prophet,2017-05-22,27,75111.0,81048.45377313574
0,GROCERY I,Prophet,2017-05-23,28,66478.0,73554.1329620372
0,GROCERY I,XGBoost,2017-04-26,1,69907.0,73286.546875
0,GROCERY I,XGBoost,2017-04-27,2,55735.0,67809.3046875
0,GROCERY I,XGBoost,2017-04-28,3,79311.0,84754.4453125
0,GROCERY I,XGBoost,2017-04-29,4,112502.0,110317.140625
0,GROCERY I,XGBoost,2017-04-30,5,115349.0,137713.921875
0,GROCERY I,XGBoost,2017-05-01,6,153655.0,87286.0390625
0,GROCERY I,XGBoost,2017-05-02,7,84988.0,75103.9765625
0,GROCERY I,XGBoost,2017-05-03,8,90874.0,75596.640625
0,GROCERY I,XGBoost,2017-05-04,9,68877.0,66712.8125
0,GROCERY I,XGBoost,2017-05-05,10,84041.0,74542.5234375
0,GROCERY I,XGBoost,2017-05-06,11,111947.0,106150.25
0,GROCERY I,XGBoost,2017-05-07,12,135853.0,114540.0546875
0,GROCERY I,XGBoost,2017-05-08,13,81205.0,67588.9453125
0,GROCERY I,XGBoost,2017-05-09,14,71452.0,64503.8515625
0,GROCERY I,XGBoost,2017-05-10,15,74304.0,70557.1484375
0,GROCERY I,XGBoost,2017-05-11,16,62205.0,64198.25
0,GROCERY I,XGBoost,2017-05-12,17,79084.0,74814.7890625
0,GROCERY I,XGBoost,2017-05-13,18,121940.0,100868.359375
0,GROCERY I,XGBoost,2017-05-14,19,90782.0,118154.1796875
0,GROCERY I,XGBoost,2017-05-15,20,80175.0,66567.3046875
0,GROCERY I,XGBoost,2017-05-16,21,77023.0,63080.296875
0,GROCERY I,XGBoost,2017-05-17,22,80346.0,68062.375
0,GROCERY I,XGBoost,2017-05-18,23,59672.0,62312.62890625
0,GROCERY I,XGBoost,2017-05-19,24,77954.0,71787.2265625
0,GROCERY I,XGBoost,2017-05-20,25,111489.0,98272.9765625
0,GROCERY I,XGBoost,2017-05-21,26,133120.0,112735.65625
0,GROCERY I,XGBoost,2017-05-22,27,75111.0,67257.3828125
0,GROCERY I,XGBoost,2017-05-23,28,66478.0,64063.1328125
0,MEATS,Seasonal naive,2017-04-26,1,6285.635,7517.482
0,MEATS,Seasonal naive,2017-04-27,2,5544.241,6743.032
0,MEATS,Seasonal naive,2017-04-28,3,14610.914,14655.494999999999
0,MEATS,Seasonal naive,2017-04-29,4,9683.003,9139.789
0,MEATS,Seasonal naive,2017-04-30,5,9604.277,10351.925
0,MEATS,Seasonal naive,2017-05-01,6,12036.406,6471.905
0,MEATS,Seasonal naive,2017-05-02,7,7292.034,6238.511
0,MEATS,Seasonal naive,2017-05-03,8,7471.349999999999,7517.482
0,MEATS,Seasonal naive,2017-05-04,9,6489.813,6743.032
0,MEATS,Seasonal naive,2017-05-05,10,14590.291000000001,14655.494999999999
0,MEATS,Seasonal naive,2017-05-06,11,9525.85,9139.789
0,MEATS,Seasonal naive,2017-05-07,12,10675.904999999999,10351.925
0,MEATS,Seasonal naive,2017-05-08,13,6612.519,6471.905
0,MEATS,Seasonal naive,2017-05-09,14,6086.174,6238.511
0,MEATS,Seasonal naive,2017-05-10,15,6630.92,7517.482
0,MEATS,Seasonal naive,2017-05-11,16,5845.679,6743.032
0,MEATS,Seasonal naive,2017-05-12,17,14566.693,14655.494999999999
0,MEATS,Seasonal naive,2017-05-13,18,11465.547,9139.789
0,MEATS,Seasonal naive,2017-05-14,19,7924.045,10351.925
0,MEATS,Seasonal naive,2017-05-15,20,7220.994,6471.905
0,MEATS,Seasonal naive,2017-05-16,21,7271.807,6238.511
0,MEATS,Seasonal naive,2017-05-17,22,7131.003,7517.482
0,MEATS,Seasonal naive,2017-05-18,23,5526.657999999999,6743.032
0,MEATS,Seasonal naive,2017-05-19,24,13808.052,14655.494999999999
0,MEATS,Seasonal naive,2017-05-20,25,9923.653,9139.789
0,MEATS,Seasonal naive,2017-05-21,26,10506.827,10351.925
0,MEATS,Seasonal naive,2017-05-22,27,6579.286,6471.905
0,MEATS,Seasonal naive,2017-05-23,28,6228.598,6238.511
0,MEATS,Prophet,2017-04-26,1,6285.635,7167.264934735979
0,MEATS,Prophet,2017-04-27,2,5544.241,6332.1334496450245
0,MEATS,Prophet,2017-04-28,3,14610.914,13306.193676918949
0,MEATS,Prophet,2017-04-29,4,9683.003,9936.076664686976
0,MEATS,Prophet,2017-04-30,5,9604.277,10185.881580128049
0,MEATS,Prophet,2017-05-01,6,12036.406,7818.879099544568
0,MEATS,Prophet,2017-05-02,7,7292.034,6879.363172613073
0,MEATS,Prophet,2017-05-03,8,7471.349999999999,7302.305407549013
0,MEATS,Prophet,2017-05-04,9,6489.813,6441.283792829603
0,MEATS,Prophet,2017-05-05,10,14590.291000000001,13270.038136455294
0,MEATS,Prophet,2017-05-06,11,9525.85,9985.101356608515
0,MEATS,Prophet,2017-05-07,12,10675.904999999999,10218.694722484857
0,MEATS,Prophet,2017-05-08,13,6612.519,7470.73582093551
0,MEATS,Prophet,2017-05-09,14,6086.174,6844.970091066406
0,MEATS,Prophet,2017-05-10,15,6630.92,7237.289147976823
0,MEATS,Prophet,2017-05-11,16,5845.679,6413.8719718029915
0,MEATS,Prophet,2017-05-12,17,14566.693,13624.19160912168
0,MEATS,Prophet,2017-05-13,18,11465.547,10301.78404314275
0,MEATS,Prophet,2017-05-14,19,7924.045,10545.567170046052
0,MEATS,Prophet,2017-05-15,20,7220.994,7384.042108364359
0,MEATS,Prophet,2017-05-16,21,7271.807,6816.644915939965
0,MEATS,Prophet,2017-05-17,22,7131.003,7180.180979587862
0,MEATS,Prophet,2017-05-18,23,5526.657999999999,6343.628830352394
0,MEATS,Prophet,2017-05-19,24,13808.052,13125.739002988623
0,MEATS,Prophet,2017-05-20,25,9923.653,9893.811042508794
0,MEATS,Prophet,2017-05-21,26,10506.827,10136.69133390055
0,MEATS,Prophet,2017-05-22,27,6579.286,7406.2975236991715
0,MEATS,Prophet,2017-05-23,28,6228.598,6814.948037036812
0,MEATS,XGBoost,2017-04-26,1,6285.635,9537.54296875
0,MEATS,XGBoost,2017-04-27,2,5544.241,8029.71875
0,MEATS,XGBoost,2017-04-28,3,14610.914,16137.03125
0,MEATS,XGBoost,2017-04-29,4,9683.003,12126.876953125
0,MEATS,XGBoost,2017-04-30,5,9604.277,12363.3203125
0,MEATS,XGBoost,2017-05-01,6,12036.406,9088.2783203125
0,MEATS,XGBoost,2017-05-02,7,7292.034,8324.958984375
0,MEATS,XGBoost,2017-05-03,8,7471.349999999999,9982.787109375
0,MEATS,XGBoost,2017-05-04,9,6489.813,8351.517578125
0,MEATS,XGBoost,2017-05-05,10,14590.291000000001,17221.5078125
0,MEATS,XGBoost,2017-05-06,11,9525.85,14615.1162109375
0,MEATS,XGBoost,2017-05-07,12,10675.904999999999,12511.671875
0,MEATS,XGBoost,2017-05-08,13,6612.519,8475.3564453125
0,MEATS,XGBoost,2017-05-09,14,6086.174,8324.4248046875
0,MEATS,XGBoost,2017-05-10,15,6630.92,10564.2900390625
0,MEATS,XGBoost,2017-05-11,16,5845.679,8815.0361328125
0,MEATS,XGBoost,2017-05-12,17,14566.693,17631.73046875
0,MEATS,XGBoost,2017-05-13,18,11465.547,16338.5869140625
0,MEATS,XGBoost,2017-05-14,19,7924.045,12827.0859375
0,MEATS,XGBoost,2017-05-15,20,7220.994,8907.888671875
0,MEATS,XGBoost,2017-05-16,21,7271.807,9069.29296875
0,MEATS,XGBoost,2017-05-17,22,7131.003,10288.54296875
0,MEATS,XGBoost,2017-05-18,23,5526.657999999999,9198.7724609375
0,MEATS,XGBoost,2017-05-19,24,13808.052,17324.484375
0,MEATS,XGBoost,2017-05-20,25,9923.653,17952.83203125
0,MEATS,XGBoost,2017-05-21,26,10506.827,15257.15625
0,MEATS,XGBoost,2017-05-22,27,6579.286,7601.2607421875
0,MEATS,XGBoost,2017-05-23,28,6228.598,9611.8828125
0,POULTRY,Seasonal naive,2017-04-26,1,7520.376,8447.222
0,POULTRY,Seasonal naive,2017-04-27,2,6304.6759999999995,6926.402
0,POULTRY,Seasonal naive,2017-04-28,3,15937.566,18503.924
0,POULTRY,Seasonal naive,2017-04-29,4,11827.137,11154.741
0,POULTRY,Seasonal naive,2017-04-30,5,12040.771,14687.607
0,POULTRY,Seasonal naive,2017-05-01,6,15899.313,8550.125
0,POULTRY,Seasonal naive,2017-05-02,7,9848.797,7611.781
0,POULTRY,Seasonal naive,2017-05-03,8,9276.954,8447.222
0,POULTRY,Seasonal naive,2017-05-04,9,7916.199,6926.402
0,POULTRY,Seasonal naive,2017-05-05,10,16466.487,18503.924
0,POULTRY,Seasonal naive,2017-05-06,11,12043.349,11154.741
0,POULTRY,Seasonal naive,2017-05-07,12,14617.333999999999,14687.607
0,POULTRY,Seasonal naive,2017-05-08,13,8737.039,8550.125
0,POULTRY,Seasonal naive,2017-05-09,14,6654.749,7611.781
0,POULTRY,Seasonal naive,2017-05-10,15,8039.46,8447.222
0,POULTRY,Seasonal naive,2017-05-11,16,6465.84,6926.402
0,POULTRY,Seasonal naive,2017-05-12,17,15740.279999999999,18503.924
0,POULTRY,Seasonal naive,2017-05-13,18,13483.646,11154.741
0,POULTRY,Seasonal naive,2017-05-14,19,9755.527,14687.607
0,POULTRY,Seasonal naive,2017-05-15,20,9166.362000000001,8550.125
0,POULTRY,Seasonal naive,2017-05-16,21,8948.065999999999,7611.781
0,POULTRY,Seasonal naive,2017-05-17,22,8755.403999999999,8447.222
0,POULTRY,Seasonal naive,2017-05-18,23,6464.772,6926.402
0,POULTRY,Seasonal naive,2017-05-19,24,13031.643,18503.924
0,POULTRY,Seasonal naive,2017-05-20,25,11862.227,11154.741
0,POULTRY,Seasonal naive,2017-05-21,26,14046.946,14687.607
0,POULTRY,Seasonal naive,2017-05-22,27,9164.213,8550.125
0,POULTRY,Seasonal naive,2017-05-23,28,7544.753,7611.781
0,POULTRY,Prophet,2017-04-26,1,7520.376,8016.818007994865
0,POULTRY,Prophet,2017-04-27,2,6304.6759999999995,6613.766663230686
0,POULTRY,Prophet,2017-04-28,3,15937.566,13269.951689584763
0,POULTRY,Prophet,2017-04-29,4,11827.137,11621.872762113335
0,POULTRY,Prophet,2017-04-30,5,12040.771,12941.664207503409
0,POULTRY,Prophet,2017-05-01,6,15899.313,9167.188061881097
0,POULTRY,Prophet,2017-05-02,7,9848.797,7867.907674581635
0,POULTRY,Prophet,2017-05-03,8,9276.954,7967.339594750243
0,POULTRY,Prophet,2017-05-04,9,7916.199,6550.697565991242
0,POULTRY,Prophet,2017-05-05,10,16466.487,13096.00458056275
0,POULTRY,Prophet,2017-05-06,11,12043.349,11555.497570975345
0,POULTRY,Prophet,2017-05-07,12,14617.333999999999,12887.699800915227
0,POULTRY,Prophet,2017-05-08,13,8737.039,8536.928418718531
0,POULTRY,Prophet,2017-05-09,14,6654.749,7829.002514301515
0,POULTRY,Prophet,2017-05-10,15,8039.46,7969.653571518371
0,POULTRY,Prophet,2017-05-11,16,6465.84,6590.572516832322
0,POULTRY,Prophet,2017-05-12,17,15740.279999999999,13763.018583246365
0,POULTRY,Prophet,2017-05-13,18,13483.646,12165.505556475073
0,POULTRY,Prophet,2017-05-14,19,9755.527,13497.116528962011
0,POULTRY,Prophet,2017-05-15,20,9166.362000000001,8587.9654709433
0,POULTRY,Prophet,2017-05-16,21,8948.065999999999,7898.009340664759
0,POULTRY,Prophet,2017-05-17,22,8755.403999999999,8032.063051514442
0,POULTRY,Prophet,2017-05-18,23,6464.772,6647.092960353253
0,POULTRY,Prophet,2017-05-19,24,13031.643,13226.602599625785
0,POULTRY,Prophet,2017-05-20,25,11862.227,11656.71425687378
0,POULTRY,Prophet,2017-05-21,26,14046.946,12997.183727478428
0,POULTRY,Prophet,2017-05-22,27,9164.213,8670.193644597764
0,POULTRY,Prophet,2017-05-23,28,7544.753,7973.492469565215
0,POULTRY,XGBoost,2017-04-26,1,7520.376,9407.0908203125
0,POULTRY,XGBoost,2017-04-27,2,6304.6759999999995,8189.2646484375
0,POULTRY,XGBoost,2017-04-28,3,15937.566,17861.9765625
0,POULTRY,XGBoost,2017-04-29,4,11827.137,16603.6953125
0,POULTRY,XGBoost,2017-04-30,5,12040.771,14611.6416015625
0,POULTRY,XGBoost,2017-05-01,6,15899.313,9598.6728515625
0,POULTRY,XGBoost,2017-05-02,7,9848.797,9182.658203125
0,POULTRY,XGBoost,2017-05-03,8,9276.954,10202.607421875
0,POULTRY,XGBoost,2017-05-04,9,7916.199,8587.537109375
0,POULTRY,XGBoost,2017-05-05,10,16466.487,17697.0
0,POULTRY,XGBoost,2017-05-06,11,12043.349,17536.3515625
0,POULTRY,XGBoost,2017-05-07,12,14617.333999999999,16814.2265625
0,POULTRY,XGBoost,2017-05-08,13,8737.039,9259.20703125
0,POULTRY,XGBoost,2017-05-09,14,6654.749,9013.2783203125
0,POULTRY,XGBoost,2017-05-10,15,8039.46,9993.8828125
0,POULTRY,XGBoost,2017-05-11,16,6465.84,9094.9033203125
0,POULTRY,XGBoost,2017-05-12,17,15740.279999999999,18123.55078125
0,POULTRY,XGBoost,2017-05-13,18,13483.646,19307.09765625
0,POULTRY,XGBoost,2017-05-14,19,9755.527,19263.23828125
0,POULTRY,XGBoost,2017-05-15,20,9166.362000000001,10692.412109375
0,POULTRY,XGBoost,2017-05-16,21,8948.065999999999,9614.328125
0,POULTRY,XGBoost,2017-05-17,22,8755.403999999999,10834.58984375
0,POULTRY,XGBoost,2017-05-18,23,6464.772,9376.392578125
0,POULTRY,XGBoost,2017-05-19,24,13031.643,18898.54296875
0,POULTRY,XGBoost,2017-05-20,25,11862.227,18745.060546875
0,POULTRY,XGBoost,2017-05-21,26,14046.946,18556.015625
0,POULTRY,XGBoost,2017-05-22,27,9164.213,10117.9462890625
0,POULTRY,XGBoost,2017-05-23,28,7544.753,9813.873046875
0,PRODUCE,Seasonal naive,2017-04-26,1,71801.775,75227.879
0,PRODUCE,Seasonal naive,2017-04-27,2,37573.141,41087.128
0,PRODUCE,Seasonal naive,2017-04-28,3,50797.117,52554.664000000004
0,PRODUCE,Seasonal naive,2017-04-29,4,62735.986,63047.079
0,PRODUCE,Seasonal naive,2017-04-30,5,64504.352,74008.644
0,PRODUCE,Seasonal naive,2017-05-01,6,83144.356,45428.618
0,PRODUCE,Seasonal naive,2017-05-02,7,53982.14,43280.644
0,PRODUCE,Seasonal naive,2017-05-03,8,80424.497,75227.879
0,PRODUCE,Seasonal naive,2017-05-04,9,43132.634,41087.128
0,PRODUCE,Seasonal naive,2017-05-05,10,50189.217,52554.664000000004
0,PRODUCE,Seasonal naive,2017-05-06,11,65504.133,63047.079
0,PRODUCE,Seasonal naive,2017-05-07,12,80101.751,74008.644
0,PRODUCE,Seasonal naive,2017-05-08,13,50662.744,45428.618
0,PRODUCE,Seasonal naive,2017-05-09,14,42642.68,43280.644
0,PRODUCE,Seasonal naive,2017-05-10,15,74015.58499999999,75227.879
0,PRODUCE,Seasonal naive,2017-05-11,16,38477.076,41087.128
0,PRODUCE,Seasonal naive,2017-05-12,17,52039.163,52554.664000000004
0,PRODUCE,Seasonal naive,2017-05-13,18,80493.269,63047.079
0,PRODUCE,Seasonal naive,2017-05-14,19,57529.797,74008.644
0,PRODUCE,Seasonal naive,2017-05-15,20,52555.320999999996,45428.618
0,PRODUCE,Seasonal naive,2017-05-16,21,49587.231999999996,43280.644
0,PRODUCE,Seasonal naive,2017-05-17,22,80088.581,75227.879
0,PRODUCE,Seasonal naive,2017-05-18,23,39382.491,41087.128
0,PRODUCE,Seasonal naive,2017-05-19,24,50598.059,52554.664000000004
0,PRODUCE,Seasonal naive,2017-05-20,25,66765.035,63047.079
0,PRODUCE,Seasonal naive,2017-05-21,26,82424.039,74008.644
0,PRODUCE,Seasonal naive,2017-05-22,27,50801.091,45428.618
0,PRODUCE,Seasonal naive,2017-05-23,28,41301.199,43280.644
0,PRODUCE,Prophet,2017-04-26,1,71801.775,66194.46972687138
0,PRODUCE,Prophet,2017-04-27,2,37573.141,31884.870443523305
0,PRODUCE,Prophet,2017-04-28,3,50797.117,35867.35034035494
0,PRODUCE,Prophet,2017-04-29,4,62735.986,45441.25868104693
0,PRODUCE,Prophet,2017-04-30,5,64504.352,49146.35601533909
0,PRODUCE,Prophet,2017-05-01,6,83144.356,41036.03767980543
0,PRODUCE,Prophet,2017-05-02,7,53982.14,32735.15154146624
0,PRODUCE,Prophet,2017-05-03,8,80424.497,64312.40604806869
0,PRODUCE,Prophet,2017-05-04,9,43132.634,28327.732645899632
0,PRODUCE,Prophet,2017-05-05,10,50189.217,32084.316204818777
0,PRODUCE,Prophet,2017-05-06,11,65504.133,41625.215256293
0,PRODUCE,Prophet,2017-05-07,12,80101.751,45391.21887646453
0,PRODUCE,Prophet,2017-05-08,13,50662.744,33986.4620058345
0,PRODUCE,Prophet,2017-05-09,14,42642.68,29551.659097783457
0,PRODUCE,Prophet,2017-05-10,15,74015.58499999999,63071.31538101634
0,PRODUCE,Prophet,2017-05-11,16,38477.076,28291.937484704853
0,PRODUCE,Prophet,2017-05-12,17,52039.163,35954.35628517644
0,PRODUCE,Prophet,2017-05-13,18,80493.269,45573.192273885375
0,PRODUCE,Prophet,2017-05-14,19,57529.797,49596.193307826026
0,PRODUCE,Prophet,2017-05-15,20,52555.320999999996,35032.09270864124
0,PRODUCE,Prophet,2017-05-16,21,49587.231999999996,31106.4549618374
0,PRODUCE,Prophet,2017-05-17,22,80088.581,63106.925426430906
0,PRODUCE,Prophet,2017-05-18,23,39382.491,29066.041419858724
0,PRODUCE,Prophet,2017-05-19,24,50598.059,33855.04675198709
0,PRODUCE,Prophet,2017-05-20,25,66765.035,44000.47129289235
0,PRODUCE,Prophet,2017-05-21,26,82424.039,48443.87489586771
0,PRODUCE,Prophet,2017-05-22,27,50801.091,37774.257994063504
0,PRODUCE,Prophet,2017-05-23,28,41301.199,34505.49271149912
0,PRODUCE,XGBoost,2017-04-26,1,71801.775,72023.2265625
0,PRODUCE,XGBoost,2017-04-27,2,37573.141,49708.98828125
0,PRODUCE,XGBoost,2017-04-28,3,50797.117,55157.453125
0,PRODUCE,XGBoost,2017-04-29,4,62735.986,73389.640625
0,PRODUCE,XGBoost,2017-04-30,5,64504.352,89467.75
0,PRODUCE,XGBoost,2017-05-01,6,83144.356,59412.39453125
0,PRODUCE,XGBoost,2017-05-02,7,53982.14,49257.13671875
0,PRODUCE,XGBoost,2017-05-03,8,80424.497,70679.4375
0,PRODUCE,XGBoost,2017-05-04,9,43132.634,51236.40625
0,PRODUCE,XGBoost,2017-05-05,10,50189.217,52564.89453125
0,PRODUCE,XGBoost,2017-05-06,11,65504.133,71688.578125
0,PRODUCE,XGBoost,2017-05-07,12,80101.751,84198.3359375
0,PRODUCE,XGBoost,2017-05-08,13,50662.744,50277.96875
0,PRODUCE,XGBoost,2017-05-09,14,42642.68,42897.49609375
0,PRODUCE,XGBoost,2017-05-10,15,74015.58499999999,68888.390625
0,PRODUCE,XGBoost,2017-05-11,16,38477.076,51143.5625
0,PRODUCE,XGBoost,2017-05-12,17,52039.163,56271.12890625
0,PRODUCE,XGBoost,2017-05-13,18,80493.269,76300.1015625
0,PRODUCE,XGBoost,2017-05-14,19,57529.797,84753.4453125
0,PRODUCE,XGBoost,2017-05-15,20,52555.320999999996,55429.6328125
0,PRODUCE,XGBoost,2017-05-16,21,49587.231999999996,46710.296875
0,PRODUCE,XGBoost,2017-05-17,22,80088.581,70287.8671875
0,PRODUCE,XGBoost,2017-05-18,23,39382.491,52666.35546875
0,PRODUCE,XGBoost,2017-05-19,24,50598.059,55347.109375
0,PRODUCE,XGBoost,2017-05-20,25,66765.035,76647.1484375
0,PRODUCE,XGBoost,2017-05-21,26,82424.039,83397.3515625
0,PRODUCE,XGBoost,2017-05-22,27,50801.091,51684.421875
0,PRODUCE,XGBoost,2017-05-23,28,41301.199,44555.1015625
1,BEVERAGES,Seasonal naive,2017-05-24,1,58697.0,61996.0
1,BEVERAGES,Seasonal naive,2017-05-25,2,50270.0,48118.0
1,BEVERAGES,Seasonal naive,2017-05-26,3,89828.0,65291.0
1,BEVERAGES,Seasonal naive,2017-05-27,4,85219.0,97524.0
1,BEVERAGES,Seasonal naive,2017-05-28,5,104663.0,118750.0
1,BEVERAGES,Seasonal naive,2017-05-29,6,61036.0,62955.0
1,BEVERAGES,Seasonal naive,2017-05-30,7,57339.0,53348.0
1,BEVERAGES,Seasonal naive,2017-05-31,8,61511.0,61996.0
1,BEVERAGES,Seasonal naive,2017-06-01,9,61538.0,48118.0
1,BEVERAGES,Seasonal naive,2017-06-02,10,83466.0,65291.0
1,BEVERAGES,Seasonal naive,2017-06-03,11,117831.0,97524.0
1,BEVERAGES,Seasonal naive,2017-06-04,12,149904.0,118750.0
1,BEVERAGES,Seasonal naive,2017-06-05,13,77301.0,62955.0
1,BEVERAGES,Seasonal naive,2017-06-06,14,61748.0,53348.0
1,BEVERAGES,Seasonal naive,2017-06-07,15,68547.0,61996.0
1,BEVERAGES,Seasonal naive,2017-06-08,16,53526.0,48118.0
1,BEVERAGES,Seasonal naive,2017-06-09,17,69739.0,65291.0
1,BEVERAGES,Seasonal naive,2017-06-10,18,104864.0,97524.0
1,BEVERAGES,Seasonal naive,2017-06-11,19,128477.0,118750.0
1,BEVERAGES,Seasonal naive,2017-06-12,20,62741.0,62955.0
1,BEVERAGES,Seasonal naive,2017-06-13,21,58894.0,53348.0
1,BEVERAGES,Seasonal naive,2017-06-14,22,59088.0,61996.0
1,BEVERAGES,Seasonal naive,2017-06-15,23,53668.0,48118.0
1,BEVERAGES,Seasonal naive,2017-06-16,24,74693.0,65291.0
1,BEVERAGES,Seasonal naive,2017-06-17,25,109130.0,97524.0
1,BEVERAGES,Seasonal naive,2017-06-18,26,95557.0,118750.0
1,BEVERAGES,Seasonal naive,2017-06-19,27,66204.0,62955.0
1,BEVERAGES,Seasonal naive,2017-06-20,28,67628.0,53348.0
1,BEVERAGES,Prophet,2017-05-24,1,58697.0,63224.95776239881
1,BEVERAGES,Prophet,2017-05-25,2,50270.0,55687.30667781153
1,BEVERAGES,Prophet,2017-05-26,3,89828.0,70965.97809521662
1,BEVERAGES,Prophet,2017-05-27,4,85219.0,89215.78876128611
1,BEVERAGES,Prophet,2017-05-28,5,104663.0,97998.8950472636
1,BEVERAGES,Prophet,2017-05-29,6,61036.0,67890.18630303856
1,BEVERAGES,Prophet,2017-05-30,7,57339.0,62335.040325355905
1,BEVERAGES,Prophet,2017-05-31,8,61511.0,64617.19642410921
1,BEVERAGES,Prophet,2017-06-01,9,61538.0,55945.5575607719
1,BEVERAGES,Prophet,2017-06-02,10,83466.0,66034.22554829909
1,BEVERAGES,Prophet,2017-06-03,11,117831.0,89535.33580208513
1,BEVERAGES,Prophet,2017-06-04,12,149904.0,98171.59504009243
1,BEVERAGES,Prophet,2017-06-05,13,77301.0,67654.47703523356
1,BEVERAGES,Prophet,2017-06-06,14,61748.0,61850.94779262202
1,BEVERAGES,Prophet,2017-06-07,15,68547.0,64015.30214687827
1,BEVERAGES,Prophet,2017-06-08,16,53526.0,56472.986639757044
1,BEVERAGES,Prophet,2017-06-09,17,69739.0,65277.24196340557
1,BEVERAGES,Prophet,2017-06-10,18,104864.0,88656.19632238579
1,BEVERAGES,Prophet,2017-06-11,19,128477.0,97215.23907554203
1,BEVERAGES,Prophet,2017-06-12,20,62741.0,66781.44646539893
1,BEVERAGES,Prophet,2017-06-13,21,58894.0,60806.070267177616
1,BEVERAGES,Prophet,2017-06-14,22,59088.0,62497.31213376422
1,BEVERAGES,Prophet,2017-06-15,23,53668.0,54660.851838518625
1,BEVERAGES,Prophet,2017-06-16,24,74693.0,63461.31005737586
1,BEVERAGES,Prophet,2017-06-17,25,109130.0,86865.23897050852
1,BEVERAGES,Prophet,2017-06-18,26,95557.0,95404.1217987443
1,BEVERAGES,Prophet,2017-06-19,27,66204.0,64986.14423122163
1,BEVERAGES,Prophet,2017-06-20,28,67628.0,58727.32374333675
1,BEVERAGES,XGBoost,2017-05-24,1,58697.0,56057.5
1,BEVERAGES,XGBoost,2017-05-25,2,50270.0,46998.8671875
1,BEVERAGES,XGBoost,2017-05-26,3,89828.0,68070.7578125
1,BEVERAGES,XGBoost,2017-05-27,4,85219.0,95882.796875
1,BEVERAGES,XGBoost,2017-05-28,5,104663.0,105831.671875
1,BEVERAGES,XGBoost,2017-05-29,6,61036.0,67118.5625
1,BEVERAGES,XGBoost,2017-05-30,7,57339.0,63661.62109375
1,BEVERAGES,XGBoost,2017-05-31,8,61511.0,64094.1328125
1,BEVERAGES,XGBoost,2017-06-01,9,61538.0,54812.40625
1,BEVERAGES,XGBoost,2017-06-02,10,83466.0,68513.5859375
1,BEVERAGES,XGBoost,2017-06-03,11,117831.0,98150.2578125
1,BEVERAGES,XGBoost,2017-06-04,12,149904.0,112130.5546875
1,BEVERAGES,XGBoost,2017-06-05,13,77301.0,63285.9375
1,BEVERAGES,XGBoost,2017-06-06,14,61748.0,54645.4609375
1,BEVERAGES,XGBoost,2017-06-07,15,68547.0,58107.7421875
1,BEVERAGES,XGBoost,2017-06-08,16,53526.0,49332.5
1,BEVERAGES,XGBoost,2017-06-09,17,69739.0,64016.0
1,BEVERAGES,XGBoost,2017-06-10,18,104864.0,94548.71875
1,BEVERAGES,XGBoost,2017-06-11,19,128477.0,108633.9375
1,BEVERAGES,XGBoost,2017-06-12,20,62741.0,64908.51953125
1,BEVERAGES,XGBoost,2017-06-13,21,58894.0,58358.34375
1,BEVERAGES,XGBoost,2017-06-14,22,59088.0,61432.0859375
1,BEVERAGES,XGBoost,2017-06-15,23,53668.0,50846.4296875
1,BEVERAGES,XGBoost,2017-06-16,24,74693.0,62423.609375
1,BEVERAGES,XGBoost,2017-06-17,25,109130.0,91692.578125
1,BEVERAGES,XGBoost,2017-06-18,26,95557.0,108052.8671875
1,BEVERAGES,XGBoost,2017-06-19,27,66204.0,61615.1953125
1,BEVERAGES,XGBoost,2017-06-20,28,67628.0,55401.7578125
1,BREAD/BAKERY,Seasonal naive,2017-05-24,1,9997.785,10961.733
1,BREAD/BAKERY,Seasonal naive,2017-05-25,2,8451.677,8359.659
1,BREAD/BAKERY,Seasonal naive,2017-05-26,3,13566.8,11093.669
1,BREAD/BAKERY,Seasonal naive,2017-05-27,4,12341.791,13941.446
1,BREAD/BAKERY,Seasonal naive,2017-05-28,5,14986.028,17060.024
1,BREAD/BAKERY,Seasonal naive,2017-05-29,6,10752.907,10494.663
1,BREAD/BAKERY,Seasonal naive,2017-05-30,7,9407.422,8892.275
1,BREAD/BAKERY,Seasonal naive,2017-05-31,8,11141.272,10961.733
1,BREAD/BAKERY,Seasonal naive,2017-06-01,9,9765.608,8359.659
1,BREAD/BAKERY,Seasonal naive,2017-06-02,10,11658.898,11093.669
1,BREAD/BAKERY,Seasonal naive,2017-06-03,11,14512.653,13941.446
1,BREAD/BAKERY,Seasonal naive,2017-06-04,12,18264.381,17060.024
